,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
0,0.387944431150337,0.170395797730881,0.782444204094596,0.0690382719671041,0.813770871012075,0.836305615009073,0.750661250103738,0.969631185913349,0.172995700734233,0.428298184446889
6570,0.0253511372330296,0.723331129152542,0.459250365401634,0.565932878232952,0.982810091292348,0.406871256675918,0.753966824699614,0.927524162721133,0.798177609398063,0.00482338830310241
1059,0.0381950051845877,0.930037467020377,0.626678396345758,0.0990341476726755,0.8944230529508,0.99187970189325,0.848298880513201,0.292033138173135,0.111273636613426,0.981883914701137
57,0.532132705836908,0.143824591353437,0.692514995404688,0.239771029745233,0.408075803486694,0.600271127636378,0.981758824986169,0.771027327806719,0.268437995169758,0.904444152899121
1317,0.0669960488010375,0.724943287629051,0.574502545891618,0.296328471259692,0.510928591666012,0.412164638999625,0.692443157842142,0.773557311018014,0.348442488825361,0.806058133161678
452,0.137237344591118,0.300271179907335,0.871104829620676,0.14955053430489,0.096092062647267,0.548083581682912,0.70867893611185,0.980722842028455,0.542227362162376,0.288647023391471
1506,0.242709871666473,0.413226338477171,0.302055705335692,0.640063502069021,0.508214629987903,0.996087794254036,0.881941564495441,0.939019398957504,0.217284695736038,0.854367438835078
69,0.917882488885733,0.109335720256214,0.95870934973959,0.0489198308158334,0.38709390598397,0.891073937673558,0.878013929815809,0.431775025132461,0.105535927224599,0.66198033011914
2643,0.685264176557777,0.0872716455820532,0.579526221378416,0.432770960165589,0.187370280837974,0.839429896674984,0.552687831217161,0.877974191414119,0.38609942641962,0.409081410741515
1119,0.957753094472979,0.433370189888923,0.66738149432339,0.168141773910328,0.460123698863457,0.544983182883607,0.995690397750168,0.0280056811476986,0.299455635168249,0.267615533536304
2726,0.00306399362339656,0.990807880896208,0.911948273997019,0.0485749277552612,0.42839371213509,0.824667200052182,0.770471203821262,0.227915909495196,0.566649680649006,0.444092953468215
13,0.325393967442685,0.210301792929873,0.817088507079787,0.258801480114199,0.862901744485492,0.976365548785009,0.998958156030502,0.988970749557613,0.334821521315444,0.302163627644007
7010,0.898638660004418,0.702056848829567,0.370017256992105,0.552251130014921,0.0113982240818015,0.806604935094986,0.905526683509227,0.0300521795502732,0.137967897229618,0.537574991552933
1239,0.0110646197093367,0.92740251364389,0.893937845151884,0.131951323420433,0.879172574626775,0.884116819720565,0.370670124784021,0.566647363380969,0.920564892200471,0.819334224761331
2328,0.609279432578208,0.168746708486682,0.989758729622883,0.0411570494801061,0.701152286860869,0.660345545888168,0.691824367161819,0.513758119086138,0.841716583081419,0.112956724050577
3798,0.34931319819651,0.766318784755013,0.668134323035896,0.461985380903199,0.269637818596088,0.978167557631416,0.792331698732068,0.562691981425623,0.0507734030201504,0.507836016524338
5153,0.710301808264497,0.0534668895568458,0.048311640126295,0.677836618526028,0.333600417831943,0.600622566388477,0.915858132567051,0.316121600928631,0.784706877740357,0.0455707354679091
5620,0.0300584329143756,0.947242069911645,0.0214866652670709,0.69113676740024,0.338938150880175,0.78148992932956,0.0820442596364828,0.242454469688564,0.766709976961974,0.993065039421588
7946,0.545181826377731,0.997598440770633,0.391251197523457,0.589082908473211,0.0463054948114538,0.164503434680272,0.920736541777461,0.69691808730683,0.0693912412079058,0.523393143588368
2820,0.265103812593274,0.956675984592353,0.838806128818581,0.0428258498609127,0.0357338734760118,0.155827296421544,0.432198316769777,0.848629610797811,0.477493170426917,0.917129963839926
1234,0.0234596069354046,0.168534359968274,0.00939848210848884,0.658900431764057,0.887902968468084,0.831229949483753,0.845362681854278,0.991988100069107,0.739910402281286,0.497414630517238
4642,0.0473765663204987,0.823139116344326,0.371518731808636,0.531854895749962,0.826468145094752,0.569411683604256,0.254327983352321,0.945976907833139,0.792605985435,0.911322098140821
4161,0.136966729099663,0.414767419153759,0.12580496092533,0.619497253784704,0.349394797489998,0.282094577348082,0.459510159147131,0.871218805119019,0.893245989295444,0.303182836219165
4191,0.0202590944092995,0.614001551466645,0.0029120005472199,0.791508751511447,0.0193339680428377,0.696008930864486,0.738962187805295,0.522179446494714,0.406291042807142,0.605804337299796
1736,0.229370259775952,0.833656220818867,0.614597262011937,0.108433619572068,0.776199822416405,0.196644159217145,0.998992109983249,0.0332519149689608,0.555702112575297,0.909659773009761
